text,label
"Bitter gourd stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"it eases inner heat and intensity, fennel, or coconut. Light, sweet, and refreshing, Pear and cucumber salad prepared mild and cooling with mint, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Cardamom banana mash served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"Aloe vera drink prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Carom seed tea made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Gre",Kapha
"Roasted squash seeds made airy and lively with ginger, pepper, and lemon. Warming, it cuts sluggishness and dampness, and energizing, dry, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Sauteed spinach garlic (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mor",Kapha
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Pumpkin soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Almond date smoothie served cozy with gentle spices and a touch of natural sweetness. Soft, moist, s, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, and comforting",Vata
"Mustard greens curry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wa",Kapha
"Cucumber soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"Boiled potatoes with mint prepared mild and soothing-cool with mint, perfect for hot afte, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, fennel",Pitta
"Roasted pearl onions made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Aloe vera drink prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Cl",Pitta
"Roasted cauliflower made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Masala oats (non-oily) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Bitter gourd stir-fry made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"and refreshing, fennel, or coconut. Light, mildly sweet, Coconut rice prepared mild and soothing-cool with mint, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted fennel prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted fennel prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Turnip soup made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Feels",Kapha
", moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, Soft chapati with ghee served cozy with gentle spices and a touch of natural sweetness. S",Vata
"Dry roasted chickpeas made unheavy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow",Kapha
"Rice pudding with cardamom served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or b",Vata
"Spiced buttermilk (takra) made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"Barley porridge made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Feels",Kapha
"Roasted beet soup served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, and supports smooth digestion—ideal for cool breezes or busy, soothes dryness, scat",Vata
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Creamy lentil dal served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"it grounds restlessness, moist, and comforting, Tahini sweet rice served warm with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Fennel tea prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Clea",Pitta
"Sweet lassi prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cabbage stir-fry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Great",Kapha
"Coconut rice porridge served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or",Vata
"Bitter gourd stir-fry made light and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, pepper",Kapha
"Pear and cucumber salad prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Mung soup with pepper made unheavy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"and refreshing, fennel, or coconut. Light, sweet, Coconut chia pudding prepared mild and cooling with mint, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, ",Vata
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness, soothes cold-dry feel, and comforting, sc",Vata
