text,herb,benefits,label
mukta pishti for medhya,mukta pishti,mukta pishti is beneficial for medhya,herb_benefits_medhya
mukta pishti for dahashamana,mukta pishti,mukta pishti is beneficial for dahashamana,herb_benefits_dahashamana
what is mukta pishti used for,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
how to use mukta pishti,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
mukta pishti medicinal properties,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
mukta pishti health benefits,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
therapeutic effects of mukta pishti,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
benefits of arka,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
arka for virechana,arka,arka is beneficial for virechana,herb_benefits_virechana
arka for kushtaghna,arka,arka is beneficial for kushtaghna,herb_benefits_kushtaghna
what is arka used for,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
how to use arka,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
arka medicinal properties,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
arka health benefits,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
therapeutic effects of arka,arka,"Calotropis gigantea is a toxic plant, but its purified latex and leaves are used for skin diseases and as a purgative.",herb_benefits_arka
benefits of indravaruni,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
indravaruni for virechana,indravaruni,indravaruni is beneficial for virechana,herb_benefits_virechana
indravaruni for krimighna,indravaruni,indravaruni is beneficial for krimighna,herb_benefits_krimighna
what is indravaruni used for,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
how to use indravaruni,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
indravaruni medicinal properties,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
indravaruni health benefits,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
therapeutic effects of indravaruni,indravaruni,"Citrullus colocynthis is a very strong purgative, used for severe constipation, ascites, and joint pain.",herb_benefits_indravaruni
benefits of kadali,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
kadali for grahi,kadali,kadali is beneficial for grahi,herb_benefits_grahi
kadali for balya,kadali,kadali is beneficial for balya,herb_benefits_balya
what is kadali used for,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
how to use kadali,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
kadali medicinal properties,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
kadali health benefits,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
therapeutic effects of kadali,kadali,"The plantain or banana plant's stem and flower are used for their cooling and astringent properties, especially in digestive health.",herb_benefits_kadali
benefits of tintidika,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
tintidika for deepana,tintidika,tintidika is beneficial for deepana,herb_benefits_deepana
tintidika for pachana,tintidika,tintidika is beneficial for pachana,herb_benefits_pachana
what is tintidika used for,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
how to use tintidika,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
tintidika medicinal properties,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
tintidika health benefits,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
therapeutic effects of tintidika,tintidika,"Tamarind is a sour fruit used to stimulate appetite and digestion, but can aggravate Pitta and Kapha.",herb_benefits_tintidika
benefits of rudraksha,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
rudraksha for hridaya,rudraksha,rudraksha is beneficial for hridaya,herb_benefits_hridaya
rudraksha for medhya,rudraksha,rudraksha is beneficial for medhya,herb_benefits_medhya
what is rudraksha used for,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
how to use rudraksha,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
rudraksha medicinal properties,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
rudraksha health benefits,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
therapeutic effects of rudraksha,rudraksha,"Elaeocarpus ganitrus seeds are used to calm the mind, control high blood pressure, and for spiritual practices.",herb_benefits_rudraksha
benefits of putranjivaka,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
putranjivaka for garbhasthapana,putranjivaka,putranjivaka is beneficial for garbhasthapana,herb_benefits_garbhasthapana
putranjivaka for vrishya,putranjivaka,putranjivaka is beneficial for vrishya,herb_benefits_vrishya
what is putranjivaka used for,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
how to use putranjivaka,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
putranjivaka medicinal properties,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
putranjivaka health benefits,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
therapeutic effects of putranjivaka,putranjivaka,Putranjiva roxburghii is renowned for its use in supporting female fertility and protecting pregnancy.,herb_benefits_putranjivaka
benefits of padmaka,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
padmaka for varnya,padmaka,padmaka is beneficial for varnya,herb_benefits_varnya
padmaka for raktastambhana,padmaka,padmaka is beneficial for raktastambhana,herb_benefits_raktastambhana
what is padmaka used for,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
how to use padmaka,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
padmaka medicinal properties,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
padmaka health benefits,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
therapeutic effects of padmaka,padmaka,"Prunus cerasoides is a cooling herb used for skin diseases, burning sensations, and to stop bleeding.",herb_benefits_padmaka
benefits of pilu,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
pilu for deepana,pilu,pilu is beneficial for deepana,herb_benefits_deepana
pilu for shothahara,pilu,pilu is beneficial for shothahara,herb_benefits_shothahara
what is pilu used for,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
how to use pilu,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
pilu medicinal properties,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
pilu health benefits,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
therapeutic effects of pilu,pilu,"The toothbrush tree (Salvadora persica) is used for oral hygiene, improving digestion, and reducing swelling.",herb_benefits_pilu
benefits of simsapa,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
simsapa for kushtaghna,simsapa,simsapa is beneficial for kushtaghna,herb_benefits_kushtaghna
simsapa for medohara,simsapa,simsapa is beneficial for medohara,herb_benefits_medohara
what is simsapa used for,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
how to use simsapa,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
simsapa medicinal properties,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
simsapa health benefits,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
therapeutic effects of simsapa,simsapa,"Dalbergia sissoo (Indian Rosewood) is used for skin diseases, obesity, and as a blood purifier.",herb_benefits_simsapa
benefits of arishtaka,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
arishtaka for vamana,arishtaka,arishtaka is beneficial for vamana,herb_benefits_vamana
arishtaka for lekhana,arishtaka,arishtaka is beneficial for lekhana,herb_benefits_lekhana
what is arishtaka used for,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
how to use arishtaka,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
arishtaka medicinal properties,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
arishtaka health benefits,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
therapeutic effects of arishtaka,arishtaka,"Soapnut is used as a natural cleanser for hair and skin, and internally to induce vomiting.",herb_benefits_arishtaka
benefits of visha tinduka,visha tinduka,"Strychnos nux-vomica (Nux vomica) is a highly toxic herb used in purified, minute doses to stimulate the nervous system and digestion.",herb_benefits_visha_tinduka
visha tinduka for vatahara,visha tinduka,visha tinduka is beneficial for vatahara,herb_benefits_vatahara
visha tinduka for deepana,visha tinduka,visha tinduka is beneficial for deepana,herb_benefits_deepana
what is visha tinduka used for,visha tinduka,"Strychnos nux-vomica (Nux vomica) is a highly toxic herb used in purified, minute doses to stimulate the nervous system and digestion.",herb_benefits_visha_tinduka
