text,label,confidence,herb,symptom,topic
effective treatment for runny nose,disease_prediction,1.0,,runny nose,
recurring cramps,disease_prediction,1.0,,cramps,
recurring cramps,disease_prediction,1.0,,cramps,
help with stomach ache,disease_prediction,1.0,,stomach ache,
jalapippali for natural treatment,herb_benefits,1.0,jalapippali,,
sprains cure,disease_prediction,1.0,,sprains,
natural treatments for bloating,disease_prediction,1.0,,bloating,
relief from tingling,disease_prediction,1.0,,tingling,
what is vrikshamla phala good for,herb_benefits,1.0,vrikshamla phala,,
gunas viewpoint,general_info,1.0,,,gunas
balance perspective,general_info,1.0,,,balance
panchakarma knowledge,general_info,1.0,,,panchakarma
safe treatment for skin rash,disease_prediction,1.0,,skin rash,
herbal medicine basics,general_info,1.0,,,herbal medicine
detoxification fundamentals,general_info,1.0,,,detoxification
health properties of paribhadra,herb_benefits,1.0,paribhadra,,
philosophy of alternative medicine,general_info,1.0,,,alternative medicine
ojas principles,general_info,1.0,,,ojas
overcoming headache,disease_prediction,1.0,,headache,
non-toxic remedy for wounds,disease_prediction,1.0,,wounds,
I'm experiencing sneezing,disease_prediction,1.0,,sneezing,
ancient uses of shilajit,herb_benefits,1.0,shilajit,,
wellness tradition,general_info,1.0,,,wellness
healing power of tankana bhasma,herb_benefits,1.0,tankana bhasma,,
health properties of satavari ghrita,herb_benefits,1.0,satavari ghrita,,
preventing eye strain,disease_prediction,1.0,,eye strain,
natural treatment for oily skin,disease_prediction,1.0,,oily skin,
preventing sore throat,disease_prediction,1.0,,sore throat,
medicinal value of phala kalyana ghrita,herb_benefits,1.0,phala kalyana ghrita,,
bhringraj natural medicine,herb_benefits,1.0,bhringraj,,
virechana theory,general_info,1.0,,,virechana
lakshadi thailam wellness benefits,herb_benefits,1.0,lakshadi thailam,,
managing inflammation,disease_prediction,1.0,,inflammation,
ghrita for health,herb_benefits,1.0,ghrita,,
energy system,general_info,1.0,,,energy
ardraka svarasa for natural treatment,herb_benefits,1.0,ardraka svarasa,,
information about shankha bhasma,herb_benefits,1.0,shankha bhasma,,
allergies treatment,disease_prediction,1.0,,allergies,
natural benefits of sarshapa taila,herb_benefits,1.0,sarshapa taila,,
krimi kuthar rasa for health,herb_benefits,1.0,krimi kuthar rasa,,
I feel sinusitis,disease_prediction,1.0,,sinusitis,
advantages of shukti bhasma,herb_benefits,1.0,shukti bhasma,,
benefits of marichyadi vati,herb_benefits,1.0,marichyadi vati,,
examining harmony,general_info,1.0,,,harmony
health advantages of ashwattha,herb_benefits,1.0,ashwattha,,
history of virya,general_info,1.0,,,virya
how to use masha,herb_benefits,1.0,masha,,
why is takra healthy,herb_benefits,1.0,takra,,
traditional uses of phala ghrita,herb_benefits,1.0,phala ghrita,,
balance concepts,general_info,1.0,,,balance
severe eczema,disease_prediction,1.0,,eczema,
chronic stomach ache,disease_prediction,1.0,,stomach ache,
significance of body type,general_info,1.0,,,body type
prana philosophy,general_info,1.0,,,prana
overview of malas,general_info,1.0,,,malas
learning pranayama,general_info,1.0,,,pranayama
significance of tejas,general_info,1.0,,,tejas
role of vikriti,general_info,1.0,,,vikriti
healing power of guduchi,herb_benefits,1.0,guduchi,,
importance of preventive medicine,general_info,1.0,,,preventive medicine
how to treat muscle pain,disease_prediction,1.0,,muscle pain,
advantages of jivaka,herb_benefits,1.0,jivaka,,
holistic treatment for hypertension,disease_prediction,1.0,,hypertension,
learning gunas,general_info,1.0,,,gunas
sarpaksi nutritional benefits,herb_benefits,1.0,sarpaksi,,
philosophy of herbal medicine,general_info,1.0,,,herbal medicine
controlling snoring,disease_prediction,1.0,,snoring,
learning tridosha,general_info,1.0,,,tridosha
traditional uses of nimba beeja,herb_benefits,1.0,nimba beeja,,
constant menstrual cramps,disease_prediction,1.0,,menstrual cramps,
what is agni,general_info,1.0,,,agni
home remedy for joint pain,disease_prediction,1.0,,joint pain,
benefits of pitta,general_info,1.0,,,pitta
reducing burns,disease_prediction,1.0,,burns,
tejapatra remedy uses,herb_benefits,1.0,tejapatra,,
therapeutic value of aragvadhadi kwath,herb_benefits,1.0,aragvadhadi kwath,,
healing constipation,disease_prediction,1.0,,constipation,
history of shadrasas,general_info,1.0,,,shadrasas
dosha understanding,general_info,1.0,,,dosha
pranayama system,general_info,1.0,,,pranayama
tell me about saptadhatu,general_info,1.0,,,saptadhatu
exploring vata,general_info,1.0,,,vata
I feel hot flashes,disease_prediction,1.0,,hot flashes,
mild hearing problems,disease_prediction,1.0,,hearing problems,
herbal medicine methodology,general_info,1.0,,,herbal medicine
yoga viewpoint,general_info,1.0,,,yoga
dhatus approach,general_info,1.0,,,dhatus
tell me about dosha,general_info,1.0,,,dosha
how to use musta,herb_benefits,1.0,musta,,
simhanada guggulu in herbal medicine,herb_benefits,1.0,simhanada guggulu,,
chronic gastritis,disease_prediction,1.0,,gastritis,
investigating panchakarma,general_info,1.0,,,panchakarma
science behind detoxification,general_info,1.0,,,detoxification
cure for sinusitis,disease_prediction,1.0,,sinusitis,
health benefits of arka pushpa,herb_benefits,1.0,arka pushpa,,
what is vasant kusumakar rasa good for,herb_benefits,1.0,vasant kusumakar rasa,,
advantages of gojihvadi kwath,herb_benefits,1.0,gojihvadi kwath,,
grinjana healing properties,herb_benefits,1.0,grinjana,,
mild menstrual cramps,disease_prediction,1.0,,menstrual cramps,
persistent tingling,disease_prediction,1.0,,tingling,
body type perspective,general_info,1.0,,,body type
virechana understanding,general_info,1.0,,,virechana
medicinal effects of masi,herb_benefits,1.0,masi,,
aja dugdha in herbal medicine,herb_benefits,1.0,aja dugdha,,
diagnosis of tinnitus,disease_prediction,1.0,,tinnitus,
treatment for chest pain,disease_prediction,1.0,,chest pain,
dhatus knowledge,general_info,1.0,,,dhatus
panchakarma concepts,general_info,1.0,,,panchakarma
gunas principles,general_info,1.0,,,gunas
fundamentals of immunity,general_info,1.0,,,immunity
cures for muscle pain,disease_prediction,1.0,,muscle pain,
I'm experiencing acne,disease_prediction,1.0,,acne,
safe treatment for weakness,disease_prediction,1.0,,weakness,
abhyanga principles,general_info,1.0,,,abhyanga
swelling cure,disease_prediction,1.0,,swelling,
learn about rasa,general_info,1.0,,,rasa
I'm experiencing fatigue,disease_prediction,1.0,,fatigue,
discovering herbal medicine,general_info,1.0,,,herbal medicine
agni viewpoint,general_info,1.0,,,agni
what causes hair loss,disease_prediction,1.0,,hair loss,
herbal medicine for dizziness,disease_prediction,1.0,,dizziness,
amra in traditional medicine,herb_benefits,1.0,amra,,
kasis bhasma for wellness,herb_benefits,1.0,kasis bhasma,,
nutrition art,general_info,1.0,,,nutrition
fundamentals of metabolism,general_info,1.0,,,metabolism
what causes cuts,disease_prediction,1.0,,cuts,
how to use sukumara kashayam,herb_benefits,1.0,sukumara kashayam,,
mild abdominal pain,disease_prediction,1.0,,abdominal pain,
sarshapa taila healing properties,herb_benefits,1.0,sarshapa taila,,
herbal properties of ajamodadi churna,herb_benefits,1.0,ajamodadi churna,,
help with hearing problems,disease_prediction,1.0,,hearing problems,
non-toxic remedy for dandruff,disease_prediction,1.0,,dandruff,
narikela lavana in herbal medicine,herb_benefits,1.0,narikela lavana,,
philosophy of herbal medicine,general_info,1.0,,,herbal medicine
how to use lodhradi churna,herb_benefits,1.0,lodhradi churna,,
chandrashura benefits,herb_benefits,1.0,chandrashura,,
vetasa benefits,herb_benefits,1.0,vetasa,,
parpataka natural medicine,herb_benefits,1.0,parpataka,,
ginger therapeutic benefits,herb_benefits,1.0,ginger,,
exploring basti,general_info,1.0,,,basti
gangeruki for health improvement,herb_benefits,1.0,gangeruki,,
examining dhatus,general_info,1.0,,,dhatus
skin rash symptoms,disease_prediction,1.0,,skin rash,
guloochyadi kashayam healing properties,herb_benefits,1.0,guloochyadi kashayam,,
information about srotas,general_info,1.0,,,srotas
tell me about pravala pishti,herb_benefits,1.0,pravala pishti,,
panchakarma basics,general_info,1.0,,,panchakarma
examining panchamahabhutas,general_info,1.0,,,panchamahabhutas
irregular periods treatment,disease_prediction,1.0,,irregular periods,
malas approach,general_info,1.0,,,malas
tridosha concepts,general_info,1.0,,,tridosha
information about mashaparni,herb_benefits,1.0,mashaparni,,
alternative medicine for night sweats,disease_prediction,1.0,,night sweats,
recurring constipation,disease_prediction,1.0,,constipation,
overview of shadrasas,general_info,1.0,,,shadrasas
danti uses,herb_benefits,1.0,danti,,
information about kachnar,herb_benefits,1.0,kachnar,,
medicine for stress,disease_prediction,1.0,,stress,
diagnosis of chest pain,disease_prediction,1.0,,chest pain,
burning sensation cure,disease_prediction,1.0,,burning sensation,
want to know about body type,general_info,1.0,,,body type
chronic eye strain,disease_prediction,1.0,,eye strain,
vetasa for natural healing,herb_benefits,1.0,vetasa,,
reducing sleep disorders,disease_prediction,1.0,,sleep disorders,
ushira for wellness,herb_benefits,1.0,ushira,,
panchamahabhutas tradition,general_info,1.0,,,panchamahabhutas
immunity art,general_info,1.0,,,immunity
what can rudraksha treat,herb_benefits,1.0,rudraksha,,
medicinal properties of kalamba,herb_benefits,1.0,kalamba,,
relief from cold,disease_prediction,1.0,,cold,
chirabilva therapeutic benefits,herb_benefits,1.0,chirabilva,,
history of tejas,general_info,1.0,,,tejas
nutrition concepts,general_info,1.0,,,nutrition
overcoming mood swings,disease_prediction,1.0,,mood swings,
I feel oily skin,disease_prediction,1.0,,oily skin,
what makes gotu kola beneficial,herb_benefits,1.0,gotu kola,,
healing hearing problems,disease_prediction,1.0,,hearing problems,
dhatus approach,general_info,1.0,,,dhatus
examining holistic health,general_info,1.0,,,holistic health
what is body type,general_info,1.0,,,body type
traditional cure for snoring,disease_prediction,1.0,,snoring,
karpasasthyadi thailam benefits,herb_benefits,1.0,karpasasthyadi thailam,,
exploring vikriti,general_info,1.0,,,vikriti
managing gastritis,disease_prediction,1.0,,gastritis,
I'm suffering from oily skin,disease_prediction,1.0,,oily skin,
karkatashringi benefits,herb_benefits,1.0,karkatashringi,,
kalamba in herbal medicine,herb_benefits,1.0,kalamba,,
what does amrita ghrita do,herb_benefits,1.0,amrita ghrita,,
karanja healing properties,herb_benefits,1.0,karanja,,
I have chronic fatigue,disease_prediction,1.0,,chronic fatigue,
tell me about withania,herb_benefits,1.0,withania,,
understand panchakarma,general_info,1.0,,,panchakarma
information about kachnar,herb_benefits,1.0,kachnar,,
explain meditation,general_info,1.0,,,meditation
having snoring,disease_prediction,1.0,,snoring,
what makes krimighna vati beneficial,herb_benefits,1.0,krimighna vati,,
what causes wounds,disease_prediction,1.0,,wounds,
therapeutic value of sala,herb_benefits,1.0,sala,,
suranjana for natural treatment,herb_benefits,1.0,suranjana,,
saptadhatu understanding,general_info,1.0,,,saptadhatu
learning abhyanga,general_info,1.0,,,abhyanga
tamalpatra therapeutic benefits,herb_benefits,1.0,tamalpatra,,
medicinal value of shvet musli,herb_benefits,1.0,shvet musli,,
preventing low energy,disease_prediction,1.0,,low energy,
define malas,general_info,1.0,,,malas
natural treatment for muscle pain,disease_prediction,1.0,,muscle pain,
benefits and uses of talisa,herb_benefits,1.0,talisa,,
how to use kusha,herb_benefits,1.0,kusha,,
learn about rasa,general_info,1.0,,,rasa
learn about preventive medicine,general_info,1.0,,,preventive medicine
vata understanding,general_info,1.0,,,vata
rasa perspective,general_info,1.0,,,rasa
learn about pranayama,general_info,1.0,,,pranayama
ayurveda understanding,general_info,1.0,,,ayurveda
controlling memory problems,disease_prediction,1.0,,memory problems,
therapeutic value of kataka,herb_benefits,1.0,kataka,,
studying wellness,general_info,1.0,,,wellness
I feel blurred vision,disease_prediction,1.0,,blurred vision,
remedy for wounds,disease_prediction,1.0,,wounds,
therapeutic applications of vriddhi,herb_benefits,1.0,vriddhi,,
holy basil therapeutic benefits,herb_benefits,1.0,holy basil,,
alternative medicine perspective,general_info,1.0,,,alternative medicine
ayurvedic treatment for snoring,disease_prediction,1.0,,snoring,
examining prabhava,general_info,1.0,,,prabhava
non-toxic remedy for hypertension,disease_prediction,1.0,,hypertension,
benefits and uses of eranda taila,herb_benefits,1.0,eranda taila,,
detoxification fundamentals,general_info,1.0,,,detoxification
discovering prana,general_info,1.0,,,prana
persistent inflammation,disease_prediction,1.0,,inflammation,
managing bruising,disease_prediction,1.0,,bruising,
healing constipation,disease_prediction,1.0,,constipation,
tell me about pradarantak lauh,herb_benefits,1.0,pradarantak lauh,,
natural cure for morning sickness,disease_prediction,1.0,,morning sickness,
examining ama,general_info,1.0,,,ama
preventive medicine methodology,general_info,1.0,,,preventive medicine
pattanga health effects,herb_benefits,1.0,pattanga,,
exploring virechana,general_info,1.0,,,virechana
information about ardraka,herb_benefits,1.0,ardraka,,
what is twak (cinnamon) good for,herb_benefits,1.0,twak (cinnamon),,
understanding digestion,general_info,1.0,,,digestion
indrayava for natural healing,herb_benefits,1.0,indrayava,,
masha properties,herb_benefits,1.0,masha,,
metabolism art,general_info,1.0,,,metabolism
what makes madhukarkati beneficial,herb_benefits,1.0,madhukarkati,,
investigating ama,general_info,1.0,,,ama
advantages of dhataki,herb_benefits,1.0,dhataki,,
how does kharbhuja help,herb_benefits,1.0,kharbhuja,,
guide to dosha,general_info,1.0,,,dosha
what causes wounds,disease_prediction,1.0,,wounds,
medicinal applications of kovidara,herb_benefits,1.0,kovidara,,
vrihi for natural healing,herb_benefits,1.0,vrihi,,
sleep apnea symptoms,disease_prediction,1.0,,sleep apnea,
discovering virya,general_info,1.0,,,virya
metabolism wisdom,general_info,1.0,,,metabolism
sudden numbness,disease_prediction,1.0,,numbness,
intermittent spasms,disease_prediction,1.0,,spasms,
karpasa moola nutritional benefits,herb_benefits,1.0,karpasa moola,,
therapeutic effects of changeri,herb_benefits,1.0,changeri,,
philosophy of cleansing,general_info,1.0,,,cleansing
benefits and uses of rajapravartini vati,herb_benefits,1.0,rajapravartini vati,,
gunas viewpoint,general_info,1.0,,,gunas
cough cure,disease_prediction,1.0,,cough,
health benefits of dadimashtaka churna,herb_benefits,1.0,dadimashtaka churna,,
chitrakaharitaki healing properties,herb_benefits,1.0,chitrakaharitaki,,
dealing with gas,disease_prediction,1.0,,gas,
history of virya,general_info,1.0,,,virya
basics of dosha,general_info,1.0,,,dosha
I feel headache,disease_prediction,1.0,,headache,
vajra bhasma uses,herb_benefits,1.0,vajra bhasma,,
advantages of mahakalyanaka ghritam,herb_benefits,1.0,mahakalyanaka ghritam,,
natural benefits of manjistha,herb_benefits,1.0,manjistha,,
tell me about meda,herb_benefits,1.0,meda,,
sudden sleep apnea,disease_prediction,1.0,,sleep apnea,
prishniparni for wellness,herb_benefits,1.0,prishniparni,,
why use javitri,herb_benefits,1.0,javitri,,
